,AppName,Company,StarRating,TotalReviews,TotalDownloads,ContainsAds,Editors,RatedAgeGroup,Category,Score(Avg),TopFeatures
40,Ice Queen - dressup and makeup,Peachy Games,4,22800,5000000,yes,no,>3 years,Beauty,4.2105,"('cool game', 573), ('dlr camera', 294), (‘real mirror', 254), ('game dress', 230), ('skin care', 232), ('hd camera', 221), ('hair style', 226), ('ice queen', 135), ('client book', 67), ('fitness exercise', 64), ('make life', 42), ('fitting room', 41), ('business customer', 136), ('queen dress', 20), ('user friendly', 20), ('clear image', 45), ('royal princess', 14), ('mirror phone', 12), ('color palette', 8), ('color analysis', 8),  ('ultra blur', 7), ('personal fashion', 7), ('full version', 6), ('fashion assistant', 6), ('fade tool', 6), ('deep winter', 6), ('build watch', 5), ('photo editing', 4), ('step instruction', 4), ('clear reflection', 4), ('black screen', 4), ('cloth lover', 3), ('windy pink', 3), ('device update', 3), ('high pixel', 3), ('style girl', 3), ('teach braid', 2), ('creative style', 2), ('dark autumn', 2), ('idea implementation', 2), ('face exercise', 2), ('drink water', 2), ('quick touch', 2), ('selfie mode', 2), ('photography baker', 2), ('radar chord', 2), ('shogi block', 2), ('edit baron', 2), ('girl makeup', 2), ('device memory', 2), ('thunder lang', 2), ('perfect gym', 2), ('original eye', 2), ('massage therapist', 2), ('appointment setting', 2)"
41,Barber Shop,"Lajeune & Associates, LLC",4.2,25000,5000000,yes,no,>3 years,Beauty,3.6396,"('cool game', 573), ('dlr camera', 294), (‘real mirror', 254), ('game dress', 230), ('skin care', 232), ('hd camera', 221), ('hair style', 226), ('ice queen', 135), ('client book', 67), ('fitness exercise', 64), ('make life', 42), ('fitting room', 41), ('business customer', 136), ('queen dress', 20), ('user friendly', 20), ('clear image', 45), ('royal princess', 14), ('mirror phone', 12), ('color palette', 8), ('color analysis', 8),  ('ultra blur', 7), ('personal fashion', 7), ('full version', 6), ('fashion assistant', 6), ('fade tool', 6), ('deep winter', 6), ('build watch', 5), ('photo editing', 4), ('step instruction', 4), ('clear reflection', 4), ('black screen', 4), ('cloth lover', 3), ('windy pink', 3), ('device update', 3), ('high pixel', 3), ('style girl', 3), ('teach braid', 2), ('creative style', 2), ('dark autumn', 2), ('idea implementation', 2), ('face exercise', 2), ('drink water', 2), ('quick touch', 2), ('selfie mode', 2), ('photography baker', 2), ('radar chord', 2), ('shogi block', 2), ('edit baron', 2), ('girl makeup', 2), ('device memory', 2), ('thunder lang', 2), ('perfect gym', 2), ('original eye', 2), ('massage therapist', 2), ('appointment setting', 2)"
42,T Fitness,Thanda Game Inc,4.7,2500,100000,yes,no,>3 years,Beauty,4.4769,"('cool game', 573), ('dlr camera', 294), (‘real mirror', 254), ('game dress', 230), ('skin care', 232), ('hd camera', 221), ('hair style', 226), ('ice queen', 135), ('client book', 67), ('fitness exercise', 64), ('make life', 42), ('fitting room', 41), ('business customer', 136), ('queen dress', 20), ('user friendly', 20), ('clear image', 45), ('royal princess', 14), ('mirror phone', 12), ('color palette', 8), ('color analysis', 8),  ('ultra blur', 7), ('personal fashion', 7), ('full version', 6), ('fashion assistant', 6), ('fade tool', 6), ('deep winter', 6), ('build watch', 5), ('photo editing', 4), ('step instruction', 4), ('clear reflection', 4), ('black screen', 4), ('cloth lover', 3), ('windy pink', 3), ('device update', 3), ('high pixel', 3), ('style girl', 3), ('teach braid', 2), ('creative style', 2), ('dark autumn', 2), ('idea implementation', 2), ('face exercise', 2), ('drink water', 2), ('quick touch', 2), ('selfie mode', 2), ('photography baker', 2), ('radar chord', 2), ('shogi block', 2), ('edit baron', 2), ('girl makeup', 2), ('device memory', 2), ('thunder lang', 2), ('perfect gym', 2), ('original eye', 2), ('massage therapist', 2), ('appointment setting', 2)"
43,Perfect Mirror,Netigen Tools,4.3,37000,5000000,yes,no,>3 years,Beauty,4.0795,"('cool game', 573), ('dlr camera', 294), (‘real mirror', 254), ('game dress', 230), ('skin care', 232), ('hd camera', 221), ('hair style', 226), ('ice queen', 135), ('client book', 67), ('fitness exercise', 64), ('make life', 42), ('fitting room', 41), ('business customer', 136), ('queen dress', 20), ('user friendly', 20), ('clear image', 45), ('royal princess', 14), ('mirror phone', 12), ('color palette', 8), ('color analysis', 8),  ('ultra blur', 7), ('personal fashion', 7), ('full version', 6), ('fashion assistant', 6), ('fade tool', 6), ('deep winter', 6), ('build watch', 5), ('photo editing', 4), ('step instruction', 4), ('clear reflection', 4), ('black screen', 4), ('cloth lover', 3), ('windy pink', 3), ('device update', 3), ('high pixel', 3), ('style girl', 3), ('teach braid', 2), ('creative style', 2), ('dark autumn', 2), ('idea implementation', 2), ('face exercise', 2), ('drink water', 2), ('quick touch', 2), ('selfie mode', 2), ('photography baker', 2), ('radar chord', 2), ('shogi block', 2), ('edit baron', 2), ('girl makeup', 2), ('device memory', 2), ('thunder lang', 2), ('perfect gym', 2), ('original eye', 2), ('massage therapist', 2), ('appointment setting', 2)"
44,Perfect365 Makeup Photo Editor,"Perfect365, Inc.",4.3,785000,50000000,yes,no,>3 years,Beauty,4.2154,"('cool game', 573), ('dlr camera', 294), (‘real mirror', 254), ('game dress', 230), ('skin care', 232), ('hd camera', 221), ('hair style', 226), ('ice queen', 135), ('client book', 67), ('fitness exercise', 64), ('make life', 42), ('fitting room', 41), ('business customer', 136), ('queen dress', 20), ('user friendly', 20), ('clear image', 45), ('royal princess', 14), ('mirror phone', 12), ('color palette', 8), ('color analysis', 8),  ('ultra blur', 7), ('personal fashion', 7), ('full version', 6), ('fashion assistant', 6), ('fade tool', 6), ('deep winter', 6), ('build watch', 5), ('photo editing', 4), ('step instruction', 4), ('clear reflection', 4), ('black screen', 4), ('cloth lover', 3), ('windy pink', 3), ('device update', 3), ('high pixel', 3), ('style girl', 3), ('teach braid', 2), ('creative style', 2), ('dark autumn', 2), ('idea implementation', 2), ('face exercise', 2), ('drink water', 2), ('quick touch', 2), ('selfie mode', 2), ('photography baker', 2), ('radar chord', 2), ('shogi block', 2), ('edit baron', 2), ('girl makeup', 2), ('device memory', 2), ('thunder lang', 2), ('perfect gym', 2), ('original eye', 2), ('massage therapist', 2), ('appointment setting', 2)"
45,Booksy Biz,Booksy International,3.9,14500,1000000,no,no,>12 years,Beauty,4.0648,"('cool game', 573), ('dlr camera', 294), (‘real mirror', 254), ('game dress', 230), ('skin care', 232), ('hd camera', 221), ('hair style', 226), ('ice queen', 135), ('client book', 67), ('fitness exercise', 64), ('make life', 42), ('fitting room', 41), ('business customer', 136), ('queen dress', 20), ('user friendly', 20), ('clear image', 45), ('royal princess', 14), ('mirror phone', 12), ('color palette', 8), ('color analysis', 8),  ('ultra blur', 7), ('personal fashion', 7), ('full version', 6), ('fashion assistant', 6), ('fade tool', 6), ('deep winter', 6), ('build watch', 5), ('photo editing', 4), ('step instruction', 4), ('clear reflection', 4), ('black screen', 4), ('cloth lover', 3), ('windy pink', 3), ('device update', 3), ('high pixel', 3), ('style girl', 3), ('teach braid', 2), ('creative style', 2), ('dark autumn', 2), ('idea implementation', 2), ('face exercise', 2), ('drink water', 2), ('quick touch', 2), ('selfie mode', 2), ('photography baker', 2), ('radar chord', 2), ('shogi block', 2), ('edit baron', 2), ('girl makeup', 2), ('device memory', 2), ('thunder lang', 2), ('perfect gym', 2), ('original eye', 2), ('massage therapist', 2), ('appointment setting', 2)"
46,TroveSkin: Your Skincare Coach,Trove Technologies,4,84600,1000000,no,no,>3 years,Beauty,4.5211,"('cool game', 573), ('dlr camera', 294), (‘real mirror', 254), ('game dress', 230), ('skin care', 232), ('hd camera', 221), ('hair style', 226), ('ice queen', 135), ('client book', 67), ('fitness exercise', 64), ('make life', 42), ('fitting room', 41), ('business customer', 136), ('queen dress', 20), ('user friendly', 20), ('clear image', 45), ('royal princess', 14), ('mirror phone', 12), ('color palette', 8), ('color analysis', 8),  ('ultra blur', 7), ('personal fashion', 7), ('full version', 6), ('fashion assistant', 6), ('fade tool', 6), ('deep winter', 6), ('build watch', 5), ('photo editing', 4), ('step instruction', 4), ('clear reflection', 4), ('black screen', 4), ('cloth lover', 3), ('windy pink', 3), ('device update', 3), ('high pixel', 3), ('style girl', 3), ('teach braid', 2), ('creative style', 2), ('dark autumn', 2), ('idea implementation', 2), ('face exercise', 2), ('drink water', 2), ('quick touch', 2), ('selfie mode', 2), ('photography baker', 2), ('radar chord', 2), ('shogi block', 2), ('edit baron', 2), ('girl makeup', 2), ('device memory', 2), ('thunder lang', 2), ('perfect gym', 2), ('original eye', 2), ('massage therapist', 2), ('appointment setting', 2)"
47,Tamil Bible,SoftCraft,4.6,33000,1000000,yes,no,>3 years,Books&Reference,4.7337,"('god bless', 821), ('jesus christ', 342), ('recommend friend', 283), ('read book', 558), ('read story', 643), ('user friendly', 132), ('holy bible', 130), ('cs dailyinnovation', 116), ('spiritual life', 125), ('pretty spot', 110), ('idailybread', 58), ('dark mode', 39), ('informative interesting', 39), ('daily read', 33), ('life path', 28), ('people brian', 26), ('soprano panda', 26), ('inspiration prayer', 24), ('book comicstrip', 24), ('interesting plot', 22), ('book genre', 22), ('feedback webnovel', 21), ('pearl book', 20), ('audio book', 20), ('people scribd', 19), ('technology limit', 19), ('depth analysis', 16), ('hk reader', 16), ('bible pocket', 15), ('neurology find', 15), ('tulo tulo', 14), ('agenda sana', 14), ('earn reward', 13), ('daily forecast', 13), ('las historian', 12), ('internal memory', 12), ('light filter', 12), ('amazon force', 12), ('description point', 11), ('shannon troy', 11), ('fast pass', 10), ('accurate depth', 10), ('audio book', 10), ('life study', 9), ('manga bag', 7), ('fate alpha', 6), ('romantic reading', 4), ('cup read', 3), ('dark theme', 3), ('overtime click', 2), ('lock find', 2), ('disrupt flow', 2)"
48,Numerology Rediscover Yourself,Mirofox,4.5,134000,1000000,yes,no,>3 years,Books&Reference,4.7141,"('god bless', 821), ('jesus christ', 342), ('recommend friend', 283), ('read book', 558), ('read story', 643), ('user friendly', 132), ('holy bible', 130), ('cs dailyinnovation', 116), ('spiritual life', 125), ('pretty spot', 110), ('idailybread', 58), ('dark mode', 39), ('informative interesting', 39), ('daily read', 33), ('life path', 28), ('people brian', 26), ('soprano panda', 26), ('inspiration prayer', 24), ('book comicstrip', 24), ('interesting plot', 22), ('book genre', 22), ('feedback webnovel', 21), ('pearl book', 20), ('audio book', 20), ('people scribd', 19), ('technology limit', 19), ('depth analysis', 16), ('hk reader', 16), ('bible pocket', 15), ('neurology find', 15), ('tulo tulo', 14), ('agenda sana', 14), ('earn reward', 13), ('daily forecast', 13), ('las historian', 12), ('internal memory', 12), ('light filter', 12), ('amazon force', 12), ('description point', 11), ('shannon troy', 11), ('fast pass', 10), ('accurate depth', 10), ('audio book', 10), ('life study', 9), ('manga bag', 7), ('fate alpha', 6), ('romantic reading', 4), ('cup read', 3), ('dark theme', 3), ('overtime click', 2), ('lock find', 2), ('disrupt flow', 2)"
49,"Buenovela - Novel, Book, Story",GoodNovel,4.5,106000,1000000,yes,no,>16 years,Books&Reference,4.2425,"('god bless', 821), ('jesus christ', 342), ('recommend friend', 283), ('read book', 558), ('read story', 643), ('user friendly', 132), ('holy bible', 130), ('cs dailyinnovation', 116), ('spiritual life', 125), ('pretty spot', 110), ('idailybread', 58), ('dark mode', 39), ('informative interesting', 39), ('daily read', 33), ('life path', 28), ('people brian', 26), ('soprano panda', 26), ('inspiration prayer', 24), ('book comicstrip', 24), ('interesting plot', 22), ('book genre', 22), ('feedback webnovel', 21), ('pearl book', 20), ('audio book', 20), ('people scribd', 19), ('technology limit', 19), ('depth analysis', 16), ('hk reader', 16), ('bible pocket', 15), ('neurology find', 15), ('tulo tulo', 14), ('agenda sana', 14), ('earn reward', 13), ('daily forecast', 13), ('las historian', 12), ('internal memory', 12), ('light filter', 12), ('amazon force', 12), ('description point', 11), ('shannon troy', 11), ('fast pass', 10), ('accurate depth', 10), ('audio book', 10), ('life study', 9), ('manga bag', 7), ('fate alpha', 6), ('romantic reading', 4), ('cup read', 3), ('dark theme', 3), ('overtime click', 2), ('lock find', 2), ('disrupt flow', 2)"
50,King James Bible - Verse+Audio,iDailybread,4.9,2060000,50000000,yes,no,>3 years,Books&Reference,4.8547,"('god bless', 821), ('jesus christ', 342), ('recommend friend', 283), ('read book', 558), ('read story', 643), ('user friendly', 132), ('holy bible', 130), ('cs dailyinnovation', 116), ('spiritual life', 125), ('pretty spot', 110), ('idailybread', 58), ('dark mode', 39), ('informative interesting', 39), ('daily read', 33), ('life path', 28), ('people brian', 26), ('soprano panda', 26), ('inspiration prayer', 24), ('book comicstrip', 24), ('interesting plot', 22), ('book genre', 22), ('feedback webnovel', 21), ('pearl book', 20), ('audio book', 20), ('people scribd', 19), ('technology limit', 19), ('depth analysis', 16), ('hk reader', 16), ('bible pocket', 15), ('neurology find', 15), ('tulo tulo', 14), ('agenda sana', 14), ('earn reward', 13), ('daily forecast', 13), ('las historian', 12), ('internal memory', 12), ('light filter', 12), ('amazon force', 12), ('description point', 11), ('shannon troy', 11), ('fast pass', 10), ('accurate depth', 10), ('audio book', 10), ('life study', 9), ('manga bag', 7), ('fate alpha', 6), ('romantic reading', 4), ('cup read', 3), ('dark theme', 3), ('overtime click', 2), ('lock find', 2), ('disrupt flow', 2)"
51,Amazon Kindle - eBooks & more,Amazon Mobile LLC,4.6,2690000,100000000,yes,yes,>12 years,Books&Reference,4.1258,"('god bless', 821), ('jesus christ', 342), ('recommend friend', 283), ('read book', 558), ('read story', 643), ('user friendly', 132), ('holy bible', 130), ('cs dailyinnovation', 116), ('spiritual life', 125), ('pretty spot', 110), ('idailybread', 58), ('dark mode', 39), ('informative interesting', 39), ('daily read', 33), ('life path', 28), ('people brian', 26), ('soprano panda', 26), ('inspiration prayer', 24), ('book comicstrip', 24), ('interesting plot', 22), ('book genre', 22), ('feedback webnovel', 21), ('pearl book', 20), ('audio book', 20), ('people scribd', 19), ('technology limit', 19), ('depth analysis', 16), ('hk reader', 16), ('bible pocket', 15), ('neurology find', 15), ('tulo tulo', 14), ('agenda sana', 14), ('earn reward', 13), ('daily forecast', 13), ('las historian', 12), ('internal memory', 12), ('light filter', 12), ('amazon force', 12), ('description point', 11), ('shannon troy', 11), ('fast pass', 10), ('accurate depth', 10), ('audio book', 10), ('life study', 9), ('manga bag', 7), ('fate alpha', 6), ('romantic reading', 4), ('cup read', 3), ('dark theme', 3), ('overtime click', 2), ('lock find', 2), ('disrupt flow', 2)"
52,Pratilipi - World of Stories,Pratilipi,4.5,273000,10000000,no,no,>12 years,Books&Reference,4.6289,"('god bless', 821), ('jesus christ', 342), ('recommend friend', 283), ('read book', 558), ('read story', 643), ('user friendly', 132), ('holy bible', 130), ('cs dailyinnovation', 116), ('spiritual life', 125), ('pretty spot', 110), ('idailybread', 58), ('dark mode', 39), ('informative interesting', 39), ('daily read', 33), ('life path', 28), ('people brian', 26), ('soprano panda', 26), ('inspiration prayer', 24), ('book comicstrip', 24), ('interesting plot', 22), ('book genre', 22), ('feedback webnovel', 21), ('pearl book', 20), ('audio book', 20), ('people scribd', 19), ('technology limit', 19), ('depth analysis', 16), ('hk reader', 16), ('bible pocket', 15), ('neurology find', 15), ('tulo tulo', 14), ('agenda sana', 14), ('earn reward', 13), ('daily forecast', 13), ('las historian', 12), ('internal memory', 12), ('light filter', 12), ('amazon force', 12), ('description point', 11), ('shannon troy', 11), ('fast pass', 10), ('accurate depth', 10), ('audio book', 10), ('life study', 9), ('manga bag', 7), ('fate alpha', 6), ('romantic reading', 4), ('cup read', 3), ('dark theme', 3), ('overtime click', 2), ('lock find', 2), ('disrupt flow', 2)"
53,NovelBee,NovelBee,4.7,1270,50000,no,no,>3 years,Books&Reference,4.4521,"('god bless', 821), ('jesus christ', 342), ('recommend friend', 283), ('read book', 558), ('read story', 643), ('user friendly', 132), ('holy bible', 130), ('cs dailyinnovation', 116), ('spiritual life', 125), ('pretty spot', 110), ('idailybread', 58), ('dark mode', 39), ('informative interesting', 39), ('daily read', 33), ('life path', 28), ('people brian', 26), ('soprano panda', 26), ('inspiration prayer', 24), ('book comicstrip', 24), ('interesting plot', 22), ('book genre', 22), ('feedback webnovel', 21), ('pearl book', 20), ('audio book', 20), ('people scribd', 19), ('technology limit', 19), ('depth analysis', 16), ('hk reader', 16), ('bible pocket', 15), ('neurology find', 15), ('tulo tulo', 14), ('agenda sana', 14), ('earn reward', 13), ('daily forecast', 13), ('las historian', 12), ('internal memory', 12), ('light filter', 12), ('amazon force', 12), ('description point', 11), ('shannon troy', 11), ('fast pass', 10), ('accurate depth', 10), ('audio book', 10), ('life study', 9), ('manga bag', 7), ('fate alpha', 6), ('romantic reading', 4), ('cup read', 3), ('dark theme', 3), ('overtime click', 2), ('lock find', 2), ('disrupt flow', 2)"
54,Webfic - Fantastic Reading,DIANZHONG TECHNOLOGY SINGAPORE PTE LTD,4.3,98800,1000000,yes,no,>12 years,Books&Reference,3.9058,"('god bless', 821), ('jesus christ', 342), ('recommend friend', 283), ('read book', 558), ('read story', 643), ('user friendly', 132), ('holy bible', 130), ('cs dailyinnovation', 116), ('spiritual life', 125), ('pretty spot', 110), ('idailybread', 58), ('dark mode', 39), ('informative interesting', 39), ('daily read', 33), ('life path', 28), ('people brian', 26), ('soprano panda', 26), ('inspiration prayer', 24), ('book comicstrip', 24), ('interesting plot', 22), ('book genre', 22), ('feedback webnovel', 21), ('pearl book', 20), ('audio book', 20), ('people scribd', 19), ('technology limit', 19), ('depth analysis', 16), ('hk reader', 16), ('bible pocket', 15), ('neurology find', 15), ('tulo tulo', 14), ('agenda sana', 14), ('earn reward', 13), ('daily forecast', 13), ('las historian', 12), ('internal memory', 12), ('light filter', 12), ('amazon force', 12), ('description point', 11), ('shannon troy', 11), ('fast pass', 10), ('accurate depth', 10), ('audio book', 10), ('life study', 9), ('manga bag', 7), ('fate alpha', 6), ('romantic reading', 4), ('cup read', 3), ('dark theme', 3), ('overtime click', 2), ('lock find', 2), ('disrupt flow', 2)"
55,Joyread,Joyread,4.6,51300,1000000,yes,no,>3 years,Books&Reference,3.5451,"('god bless', 821), ('jesus christ', 342), ('recommend friend', 283), ('read book', 558), ('read story', 643), ('user friendly', 132), ('holy bible', 130), ('cs dailyinnovation', 116), ('spiritual life', 125), ('pretty spot', 110), ('idailybread', 58), ('dark mode', 39), ('informative interesting', 39), ('daily read', 33), ('life path', 28), ('people brian', 26), ('soprano panda', 26), ('inspiration prayer', 24), ('book comicstrip', 24), ('interesting plot', 22), ('book genre', 22), ('feedback webnovel', 21), ('pearl book', 20), ('audio book', 20), ('people scribd', 19), ('technology limit', 19), ('depth analysis', 16), ('hk reader', 16), ('bible pocket', 15), ('neurology find', 15), ('tulo tulo', 14), ('agenda sana', 14), ('earn reward', 13), ('daily forecast', 13), ('las historian', 12), ('internal memory', 12), ('light filter', 12), ('amazon force', 12), ('description point', 11), ('shannon troy', 11), ('fast pass', 10), ('accurate depth', 10), ('audio book', 10), ('life study', 9), ('manga bag', 7), ('fate alpha', 6), ('romantic reading', 4), ('cup read', 3), ('dark theme', 3), ('overtime click', 2), ('lock find', 2), ('disrupt flow', 2)"
56,Dreame,Dreame Media,4.1,997000,10000000,no,yes,>16 years,Books&Reference,4.03125,"('god bless', 821), ('jesus christ', 342), ('recommend friend', 283), ('read book', 558), ('read story', 643), ('user friendly', 132), ('holy bible', 130), ('cs dailyinnovation', 116), ('spiritual life', 125), ('pretty spot', 110), ('idailybread', 58), ('dark mode', 39), ('informative interesting', 39), ('daily read', 33), ('life path', 28), ('people brian', 26), ('soprano panda', 26), ('inspiration prayer', 24), ('book comicstrip', 24), ('interesting plot', 22), ('book genre', 22), ('feedback webnovel', 21), ('pearl book', 20), ('audio book', 20), ('people scribd', 19), ('technology limit', 19), ('depth analysis', 16), ('hk reader', 16), ('bible pocket', 15), ('neurology find', 15), ('tulo tulo', 14), ('agenda sana', 14), ('earn reward', 13), ('daily forecast', 13), ('las historian', 12), ('internal memory', 12), ('light filter', 12), ('amazon force', 12), ('description point', 11), ('shannon troy', 11), ('fast pass', 10), ('accurate depth', 10), ('audio book', 10), ('life study', 9), ('manga bag', 7), ('fate alpha', 6), ('romantic reading', 4), ('cup read', 3), ('dark theme', 3), ('overtime click', 2), ('lock find', 2), ('disrupt flow', 2)"
57,Webnovel,Cloudary,4.3,303000,10000000,yes,yes,>12 years,Books&Reference,4.0165,"('god bless', 821), ('jesus christ', 342), ('recommend friend', 283), ('read book', 558), ('read story', 643), ('user friendly', 132), ('holy bible', 130), ('cs dailyinnovation', 116), ('spiritual life', 125), ('pretty spot', 110), ('idailybread', 58), ('dark mode', 39), ('informative interesting', 39), ('daily read', 33), ('life path', 28), ('people brian', 26), ('soprano panda', 26), ('inspiration prayer', 24), ('book comicstrip', 24), ('interesting plot', 22), ('book genre', 22), ('feedback webnovel', 21), ('pearl book', 20), ('audio book', 20), ('people scribd', 19), ('technology limit', 19), ('depth analysis', 16), ('hk reader', 16), ('bible pocket', 15), ('neurology find', 15), ('tulo tulo', 14), ('agenda sana', 14), ('earn reward', 13), ('daily forecast', 13), ('las historian', 12), ('internal memory', 12), ('light filter', 12), ('amazon force', 12), ('description point', 11), ('shannon troy', 11), ('fast pass', 10), ('accurate depth', 10), ('audio book', 10), ('life study', 9), ('manga bag', 7), ('fate alpha', 6), ('romantic reading', 4), ('cup read', 3), ('dark theme', 3), ('overtime click', 2), ('lock find', 2), ('disrupt flow', 2)"
58,"iReader - Novels, Romance Story",HK Ireader Technology Limited,4.8,321000,1000000,yes,no,>12 years,Books&Reference,4.3698,"('god bless', 821), ('jesus christ', 342), ('recommend friend', 283), ('read book', 558), ('read story', 643), ('user friendly', 132), ('holy bible', 130), ('cs dailyinnovation', 116), ('spiritual life', 125), ('pretty spot', 110), ('idailybread', 58), ('dark mode', 39), ('informative interesting', 39), ('daily read', 33), ('life path', 28), ('people brian', 26), ('soprano panda', 26), ('inspiration prayer', 24), ('book comicstrip', 24), ('interesting plot', 22), ('book genre', 22), ('feedback webnovel', 21), ('pearl book', 20), ('audio book', 20), ('people scribd', 19), ('technology limit', 19), ('depth analysis', 16), ('hk reader', 16), ('bible pocket', 15), ('neurology find', 15), ('tulo tulo', 14), ('agenda sana', 14), ('earn reward', 13), ('daily forecast', 13), ('las historian', 12), ('internal memory', 12), ('light filter', 12), ('amazon force', 12), ('description point', 11), ('shannon troy', 11), ('fast pass', 10), ('accurate depth', 10), ('audio book', 10), ('life study', 9), ('manga bag', 7), ('fate alpha', 6), ('romantic reading', 4), ('cup read', 3), ('dark theme', 3), ('overtime click', 2), ('lock find', 2), ('disrupt flow', 2)"
59,Storytel: Audiobooks & Ebooks,Storytel Sweden AB,4.4,367000,10000000,no,no,>12 years,Books&Reference,4.0987,"('god bless', 821), ('jesus christ', 342), ('recommend friend', 283), ('read book', 558), ('read story', 643), ('user friendly', 132), ('holy bible', 130), ('cs dailyinnovation', 116), ('spiritual life', 125), ('pretty spot', 110), ('idailybread', 58), ('dark mode', 39), ('informative interesting', 39), ('daily read', 33), ('life path', 28), ('people brian', 26), ('soprano panda', 26), ('inspiration prayer', 24), ('book comicstrip', 24), ('interesting plot', 22), ('book genre', 22), ('feedback webnovel', 21), ('pearl book', 20), ('audio book', 20), ('people scribd', 19), ('technology limit', 19), ('depth analysis', 16), ('hk reader', 16), ('bible pocket', 15), ('neurology find', 15), ('tulo tulo', 14), ('agenda sana', 14), ('earn reward', 13), ('daily forecast', 13), ('las historian', 12), ('internal memory', 12), ('light filter', 12), ('amazon force', 12), ('description point', 11), ('shannon troy', 11), ('fast pass', 10), ('accurate depth', 10), ('audio book', 10), ('life study', 9), ('manga bag', 7), ('fate alpha', 6), ('romantic reading', 4), ('cup read', 3), ('dark theme', 3), ('overtime click', 2), ('lock find', 2), ('disrupt flow', 2)"
60,Goodreads,Goodreads,3.1,133000,10000000,yes,yes,>12 years,Books&Reference,3.0969,"('god bless', 821), ('jesus christ', 342), ('recommend friend', 283), ('read book', 558), ('read story', 643), ('user friendly', 132), ('holy bible', 130), ('cs dailyinnovation', 116), ('spiritual life', 125), ('pretty spot', 110), ('idailybread', 58), ('dark mode', 39), ('informative interesting', 39), ('daily read', 33), ('life path', 28), ('people brian', 26), ('soprano panda', 26), ('inspiration prayer', 24), ('book comicstrip', 24), ('interesting plot', 22), ('book genre', 22), ('feedback webnovel', 21), ('pearl book', 20), ('audio book', 20), ('people scribd', 19), ('technology limit', 19), ('depth analysis', 16), ('hk reader', 16), ('bible pocket', 15), ('neurology find', 15), ('tulo tulo', 14), ('agenda sana', 14), ('earn reward', 13), ('daily forecast', 13), ('las historian', 12), ('internal memory', 12), ('light filter', 12), ('amazon force', 12), ('description point', 11), ('shannon troy', 11), ('fast pass', 10), ('accurate depth', 10), ('audio book', 10), ('life study', 9), ('manga bag', 7), ('fate alpha', 6), ('romantic reading', 4), ('cup read', 3), ('dark theme', 3), ('overtime click', 2), ('lock find', 2), ('disrupt flow', 2)"
61,Audible: audiobooks & podcasts,"Audible, Inc",4.3,1390000,100000000,yes,no,>12 years,Books&Reference,4.0158,"('god bless', 821), ('jesus christ', 342), ('recommend friend', 283), ('read book', 558), ('read story', 643), ('user friendly', 132), ('holy bible', 130), ('cs dailyinnovation', 116), ('spiritual life', 125), ('pretty spot', 110), ('idailybread', 58), ('dark mode', 39), ('informative interesting', 39), ('daily read', 33), ('life path', 28), ('people brian', 26), ('soprano panda', 26), ('inspiration prayer', 24), ('book comicstrip', 24), ('interesting plot', 22), ('book genre', 22), ('feedback webnovel', 21), ('pearl book', 20), ('audio book', 20), ('people scribd', 19), ('technology limit', 19), ('depth analysis', 16), ('hk reader', 16), ('bible pocket', 15), ('neurology find', 15), ('tulo tulo', 14), ('agenda sana', 14), ('earn reward', 13), ('daily forecast', 13), ('las historian', 12), ('internal memory', 12), ('light filter', 12), ('amazon force', 12), ('description point', 11), ('shannon troy', 11), ('fast pass', 10), ('accurate depth', 10), ('audio book', 10), ('life study', 9), ('manga bag', 7), ('fate alpha', 6), ('romantic reading', 4), ('cup read', 3), ('dark theme', 3), ('overtime click', 2), ('lock find', 2), ('disrupt flow', 2)"
62,Scribd: Audiobooks & ebooks,"Scribd, Inc.",4.1,581000,10000000,no,yes,>12 years,Books&Reference,3.6598,"('god bless', 821), ('jesus christ', 342), ('recommend friend', 283), ('read book', 558), ('read story', 643), ('user friendly', 132), ('holy bible', 130), ('cs dailyinnovation', 116), ('spiritual life', 125), ('pretty spot', 110), ('idailybread', 58), ('dark mode', 39), ('informative interesting', 39), ('daily read', 33), ('life path', 28), ('people brian', 26), ('soprano panda', 26), ('inspiration prayer', 24), ('book comicstrip', 24), ('interesting plot', 22), ('book genre', 22), ('feedback webnovel', 21), ('pearl book', 20), ('audio book', 20), ('people scribd', 19), ('technology limit', 19), ('depth analysis', 16), ('hk reader', 16), ('bible pocket', 15), ('neurology find', 15), ('tulo tulo', 14), ('agenda sana', 14), ('earn reward', 13), ('daily forecast', 13), ('las historian', 12), ('internal memory', 12), ('light filter', 12), ('amazon force', 12), ('description point', 11), ('shannon troy', 11), ('fast pass', 10), ('accurate depth', 10), ('audio book', 10), ('life study', 9), ('manga bag', 7), ('fate alpha', 6), ('romantic reading', 4), ('cup read', 3), ('dark theme', 3), ('overtime click', 2), ('lock find', 2), ('disrupt flow', 2)"
